Line 1,Line 2,Converged,Bus Voltages,Line Loadings
"(1, 2)","(7, 8)",True,"[1.0436657774997338, 1.0613794166464907, 0.9871373587713669, 0.9716375314067986, 0.9746558902014048, 0.979053054765874, 0.962461488157251, 0.9587529408587551, 1.0615428363447463, 0.9961576323218461, 0.9891122192349399, 0.9764889340338824, 0.9917965838285336, 0.9861169221927585, 0.9954710582800353, 1.0147671659822526, 1.0084948802512976, 0.9983830176588652, 1.043577523583723, 0.9874474106622408, 1.0198196607468502, 1.0434491273458046, 1.0382169218598623, 1.0218193944720277, 1.0515220382793615, 1.0341852901745427, 1.0142388037800387, 1.040862344032416, 1.0435897237725564, 1.0499, 0.982, 0.9841, 0.9972000000000001, 1.0123000000000002, 1.0494000000000003, 1.0635999999999999, 1.0275, 1.0265, 1.0299999999999998]","[34.51700642248227, 13.866019423060921, 0.0, 19.80887156747754, 20.816275748293865, 55.601569487656164, 41.12362391286775, 67.70609644899103, 48.77830544135966, 39.03981548006684, 53.25754341382862, 71.82012890987241, 24.84537756055895, 0.0, 20.925044826445408, 59.74535403258182, 55.17937932065823, 53.458860019819866, 10.16484209721334, 61.66285074023404, 29.95781064973898, 76.25138392443634, 54.25032059535583, 21.316489985361628, 72.37884666961672, 42.56911414886423, 67.28044149249466, 12.333699768354206, 57.43065351049991, 59.9973648436526, 56.66848372621139, 89.38540879844052, 23.579616688792733, 31.558483481305387, 55.87359425043766]"
"(1, 2)","(8, 38)",True,"[1.0440008152809692, 1.0618584225268666, 0.9948369442876075, 0.9826035928545904, 0.9891295423109003, 0.9927242269097065, 0.9810270107589366, 0.9796592409990271, 1.0104048162721464, 1.0051315963132659, 0.9996689395170395, 0.9865583532473576, 1.0008546611943818, 0.9951048042000884, 1.0008126896889558, 1.0184372215956352, 1.0128048437100847, 1.0039983829163202, 1.0449273686875808, 0.9881840847318709, 1.0224042466271857, 1.0448332875788988, 1.0396495694322763, 1.0251646124546565, 1.051804579016836, 1.0357899402536344, 1.017052391707132, 1.0416930471738124, 1.0441596304591794, 1.0499000000000003, 0.982, 0.9840999999999999, 0.9972, 1.0123000000000002, 1.0494, 1.0635999999999999, 1.0275, 1.0265, 1.0300000000000002]","[33.546112933489866, 13.4872366478371, 0.0, 19.807520357930887, 17.894622382179, 55.07028676822474, 40.560397758170076, 66.36261395826182, 47.62898513754399, 36.99713362560273, 51.168726293500654, 69.81009819446426, 23.67251082639097, 11.55102401874972, 0.0, 57.668093068400154, 54.158709797632284, 52.440528971288536, 7.409687460067178, 60.59764882046197, 28.890669948775315, 75.56619095184224, 53.98160829324742, 20.447240074062094, 71.97107570340468, 43.34205807766046, 66.93618938778378, 12.259980698686709, 57.192557189474144, 59.8693484598707, 57.57396552181612, 90.00532358144105, 23.477007523485284, 31.613721713669857, 55.85652437258615]"
"(1, 2)","(9, 10)",True,"[1.040234626722626, 1.0592887462511813, 0.9966599776213855, 0.9828657041067855, 0.987544824583374, 0.9898449522929754, 0.9810665191160006, 0.9810879953023718, 1.031589166961495, 1.013993841782532, 0.9883910853698299, 0.9826099735570917, 1.0062424967945456, 0.9969822852330452, 1.0029173852741513, 1.0203749195148435, 1.0158204725568827, 1.0066543287471088, 1.0456400380959208, 0.9885730142364577, 1.0237687184551671, 1.0455640034786176, 1.0404058853223095, 1.0269307976679658, 1.0553445399242998, 1.0412522473612287, 1.022456908071173, 1.0445205908741695, 1.0460994650645206, 1.0498999999999998, 0.982, 0.9840999999999998, 0.9971999999999999, 1.0123000000000004, 1.0494000000000003, 1.0636, 1.0275000000000003, 1.0265000000000002, 1.03]","[49.226478026623575, 21.106965240274008, 0.0, 22.41054506852355, 22.213104863050706, 50.88645867304981, 18.5226607412853, 97.24871963838854, 32.9491783301089, 32.242631864209635, 43.5871378144082, 20.390344571864023, 16.53222599021393, 19.86368965012307, 13.554389288849123, 0.0, 109.08921226029358, 91.36229194626912, 14.550433007952126, 50.01377461170476, 40.430518068209985, 75.2227733814163, 53.85275502464151, 19.989904139322327, 68.25669353034758, 27.480769818354112, 66.75934301524303, 12.221114801480628, 57.07241605876221, 59.80399934602709, 41.21226091709186, 73.72647558905288, 23.670350670908032, 31.819636385260115, 55.80980611118772]"
"(1, 2)","(9, 12)",True,"[1.0417070709825902, 1.0601808463167246, 0.993127183656419, 0.9787627995519399, 0.9899412797212435, 0.994122809121091, 0.9844393009675966, 0.9840507800819037, 1.0329115577095282, 1.010839772706197, 1.002502970709376, 0.9784365374666507, 0.984802828501909, 0.9865442605758187, 0.9971405210356357, 1.0169487696031962, 1.01248047515413, 1.00335175024405, 1.0443799211369214, 0.9878853191348735, 1.0213560624095996, 1.0442719442521546, 1.0390685612942412, 1.0238079057233904, 1.0539129946344035, 1.0384194063089527, 1.0190152646517396, 1.043054221323077, 1.0450934653138642, 1.0499, 0.982, 0.9840999999999998, 0.9971999999999998, 1.0123000000000002, 1.0494000000000003, 1.0636, 1.0275000000000003, 1.0265000000000002, 1.0299999999999996]","[43.42954200083524, 18.082600091502428, 0.0, 19.490921650688755, 28.944090712352804, 43.783294100971005, 85.54854990414606, 26.29012487463823, 64.98517911473557, 29.97740113774136, 49.746148234641, 111.07159606433027, 22.729353210220363, 17.821817726782243, 10.941834800124086, 109.8915232510975, 0.0, 19.475631514578296, 11.109214195056106, 62.41710996945557, 28.42044936607076, 75.8386448577597, 54.08671627723404, 20.79931773297902, 62.19210007811768, 33.33373324083232, 67.07434588782534, 12.289862056287815, 57.287463495895, 59.92059933097289, 47.22729192390591, 79.85636962147841, 23.565544575881773, 31.70941209466653, 55.831836151163294]"
"(1, 2)","(12, 13)",True,"[1.04206389240901, 1.0604101907412031, 0.9921099446901206, 0.9772104576365399, 0.9875525224981068, 0.9918122712430534, 0.9821748775540909, 0.9818439116290679, 1.0320197867082306, 1.0075588251447334, 1.0005343429217495, 0.9892812088598173, 1.0054474398814917, 0.9864891448571437, 0.9968316155215798, 1.016618828283658, 1.0119296486872447, 1.002649542814285, 1.0442585690097403, 0.9878190916476949, 1.0211237071960848, 1.0441475079561282, 1.0389397659437523, 1.0235071676747491, 1.0535580310402626, 1.037799102402441, 1.0183266251353238, 1.042733120468103, 1.0448731741224244, 1.0499000000000005, 0.982, 0.9841, 0.9971999999999999, 1.0123000000000002, 1.0494000000000003, 1.0636000000000003, 1.0275000000000003, 1.0265000000000002, 1.03]","[41.95086587838508, 17.339095998313763, 0.0, 19.07950513506175, 30.962599531598084, 42.16333781515996, 102.52241346443711, 16.224315918402656, 73.16366993652223, 29.50219412008025, 51.41072640901956, 134.06774826824176, 24.406892817936242, 17.916293174775998, 9.968527835631761, 103.99924867311408, 9.88586683710824, 0.0, 11.391945228770275, 65.05524708152153, 25.566378088857565, 75.90004822323795, 54.11073269215747, 20.877448885849816, 60.74132284480288, 34.82949083740925, 67.1052412283407, 12.296488861383608, 57.30880802833188, 59.932083577338425, 48.767727071401524, 81.40552265065534, 23.54389557674084, 31.686261439522166, 55.8372924894342]"
"(1, 2)","(13, 14)",True,"[1.0412906581319814, 1.0601074912780826, 0.9976259397518277, 0.9834038616782862, 0.9925083920565606, 0.9959310255857756, 0.9864671418063375, 0.9861433057395579, 1.0337395742716426, 1.0055649645417595, 1.0010230326855638, 0.9870445245833908, 1.000447967792288, 0.992604030223763, 1.0045700742281014, 1.0213480757270914, 1.0166790900356344, 1.0077044218717957, 1.0459979530853885, 0.9887683394289227, 1.024453954989996, 1.045930963374566, 1.040785702086266, 1.0278178146014019, 1.0548051406608039, 1.0407782584965437, 1.0223844914411266, 1.0442752450663433, 1.0459311464150554, 1.0498999999999998, 0.982, 0.9840999999999999, 0.9971999999999999, 1.0123, 1.0494000000000003, 1.0636, 1.0275000000000005, 1.0265000000000002, 1.03]","[45.51064995679532, 19.16191924152713, 0.0, 20.003441089849876, 30.03090921538999, 42.21187545920392, 50.25377173166831, 68.04349991912308, 48.3185756496325, 31.414406250535325, 46.72790012154701, 64.7196295492855, 19.712081085730762, 17.965953791061676, 12.203173770361607, 53.721674306616116, 57.92445646799853, 56.36420636638294, 0.0, 58.847005481189406, 29.305892626525843, 75.05515946789272, 53.791465688282244, 19.760671745235904, 60.72695295186964, 30.983388336760637, 66.67181789087611, 12.201610176857647, 57.01354024708045, 59.77176555436111, 44.947354389050666, 77.34931542831931, 23.65213898773367, 31.80068142842039, 55.813161926535095]"
"(1, 2)","(14, 15)",True,"[1.038692688948958, 1.0583406525091152, 0.9860520110559593, 0.9634604563427044, 0.9779710620361217, 0.9821180249541693, 0.9730324025056619, 0.9729471147099037, 1.028052997930507, 0.9885572492144814, 0.9850010618568303, 0.9679576707139355, 0.9793123132901655, 0.9618283406302558, 0.9203969209430567, 1.0317608471971778, 1.0191577294515293, 1.0037131832291992, 1.049827479412102, 0.9908581446957395, 1.0317846439280005, 1.049856509020461, 1.0448488148265824, 1.0373088275530522, 1.0565736967871708, 1.04383919190031, 1.025706073228747, 1.0458596007142213, 1.0470180858731915, 1.0499, 0.982, 0.9840999999999999, 0.9972, 1.0123000000000002, 1.0494000000000003, 1.0636, 1.0275, 1.0265, 1.03]","[54.68766125689651, 24.063033251776204, 0.0, 26.630444604589293, 35.169323835412854, 94.54406367777878, 48.44292462909091, 21.682924304666813, 44.9257079320714, 28.71059755420795, 43.79477380838226, 45.62762430814449, 16.434160870153676, 23.02911579684669, 16.281850955082568, 39.98455977230138, 77.36053708241867, 76.72638979385204, 64.22874669771024, 0.0, 82.32549202465938, 73.47110684971013, 53.53788482402483, 17.330269890548156, 104.77382106175952, 22.111525158145987, 65.79026392144056, 11.993538467823505, 56.445581129529934, 59.451552213338154, 35.62543440646987, 68.00674481189907, 23.774489812935684, 31.92669274504239, 55.79383059842612]"
"(1, 2)","(15, 16)",True,"[1.0420316879641982, 1.0597468520594993, 0.9881526772389507, 0.9806537648688803, 0.9910258277227242, 0.994721604514473, 0.9851733103080041, 0.9848363989102128, 1.033244633933168, 1.0057416137558048, 1.0006994372391116, 0.9872426947650061, 1.0011593579976397, 0.9944886318056452, 1.0030660720393672, 1.0229359342168443, 1.0002866389331224, 0.9941990621205378, 1.0465819423030371, 0.9890870372553945, 1.025571980527897, 1.0465296845713696, 1.0414054012563763, 1.0292651208227128, 1.0518919438769583, 1.0323147437142062, 1.0098213155234381, 1.0398939547250035, 1.0429253551259383, 1.0499, 0.982, 0.9841, 0.9971999999999999, 1.0123, 1.0494000000000003, 1.0636, 1.0275000000000003, 1.0265000000000002, 1.03]","[40.6244818628058, 16.635916363606633, 0.0, 20.002977021545632, 55.08228393813462, 15.579862714468698, 53.86321580329908, 93.61163122335499, 51.25028895212028, 32.95154567007049, 48.711651611557514, 74.89318880991053, 21.713839356724755, 17.19936937880034, 9.891507562242683, 61.11779086246245, 50.49069800153192, 48.184320531720616, 29.490766509969475, 86.10711979937763, 0.0, 74.78871748044968, 53.69640465150469, 19.38732780953523, 37.62861865984223, 37.08393122193723, 66.53087123839089, 12.169806553326906, 56.91958352030685, 59.720014217898665, 50.575591482153094, 83.95407198493152, 23.70324006607043, 31.49713322725279, 55.89540794139022]"
"(1, 2)","(15, 18)",True,"[1.0423791908975593, 1.0597757159968815, 0.9786269777482822, 0.9658427611674583, 0.975231506526903, 0.9789730287814279, 0.9700438821670586, 0.9701524447253009, 1.0272357139043384, 0.9929544572873773, 0.9870538978337894, 0.9728937916540946, 0.9869169454323904, 0.9782214082283366, 0.9808491492233437, 0.99763568028052, 0.9962429515273501, 0.9880262148138208, nan, nan, 1.0077508632940797, 1.0369851107338621, 1.0315265673636507, 1.0062039960416067, 1.050985859995459, 1.0299813975702428, 1.0065266910267676, 1.0386859182348644, 1.042096572377149, 1.0499, 0.982, 0.9840999999999996, nan, nan, 1.0494, 1.0636, 1.0275000000000003, 1.0264999999999997, 1.03]","[38.63122009320405, 15.657051083826678, 0.0, 20.269607179541985, 54.40375807388492, 20.913664713564287, 89.17851492837202, 51.52584653907041, 68.31182614394272, 31.881225817835592, 52.20692167753862, 32.49438195308101, 25.116106727148797, 19.567897454304752, 8.736264018970227, 32.190292575976066, 86.62546564697733, 88.05239910178669, 48.2695994021787, 31.286863993245046, 3.7139116111178048, nan, 55.9168413719505, 25.415374946846264, 41.23334642703462, 39.38044152130849, 69.04345216768517, 12.679591462371906, 58.71986994782884, 60.667489218332605, 52.79594009808742, 86.41130100075948, 23.86201903320395, 31.638612114254855, 55.92550578336321]"
"(1, 2)","(15, 20)",True,"[1.0407848093312306, 1.0593071880274512, 0.9935515377147756, 0.983460078028997, 0.9928842178858481, 0.9963655249643332, 0.986867736681936, 0.986520757815028, 1.0338756057156602, 1.0064627934417822, 1.0017912977054586, 0.9880517195887188, 1.0016429056828562, 0.9945986763575764, 0.9954004035061103, 1.0108667128942548, 1.0088096043963595, 1.0011712518551925, 1.0421428969375914, 0.98666444619006, 1.028139858652372, 1.0447237169830705, 1.0341218195698227, 1.0146481567290742, 1.0540367120744936, 1.0375466372441133, 1.0170151359474853, 1.0426024304651875, 1.0447835142030786, 1.0499000000000003, 0.982, 0.9841, 0.9971999999999998, 1.0123, 1.0494, 1.0635999999999999, 1.0275000000000003, 1.0265, 1.03]","[46.49019095419204, 19.64267090185922, 0.0, 21.30396179944193, 23.423262565391376, 46.24531622983519, 50.253350327302016, 63.6168648661145, 48.034079073396704, 31.057539627873638, 46.36816227806642, 62.25283324030906, 19.338144508801506, 18.17723108917841, 12.7415185399455, 52.02031092025952, 59.38182922944814, 58.12079763491472, 7.590165403949316, 52.86917890257868, 33.97101091049488, 77.0282909451211, 0.0, 60.930089789675904, 64.69342648852053, 30.70731675140403, 32.11353432444815, 62.2575548236427, 111.2431519364354, 60.393528070103955, 44.25183587678676, 77.1708824428039, 23.535218879333016, 31.676940838984518, 55.83957825603279]"
"(1, 2)","(15, 23)",True,"[1.0407810827621602, 1.059340670460897, 0.9941017903107517, 0.9839101236476725, 0.9932286431996737, 0.9966907460806796, 0.9871857531067048, 0.9868326075411751, 1.0340012540689396, 1.006768050512583, 1.002103324277587, 0.9883941518176095, 1.0019979578986065, 0.9950635450970248, 0.9961072568503514, 1.0116715258836029, 1.0094705179208778, 1.0017868636800338, 1.0424389189362793, 0.9868260054996202, 1.0208362931612827, 1.049386580190536, 1.0515929124136403, 1.0770386564811916, 1.0541315708763634, 1.0378581709854056, 1.0174980300975545, 1.042763697555238, 1.0448941515390235, 1.0499, 0.982, 0.9840999999999999, 0.9971999999999999, 1.0123000000000002, 1.0494000000000003, 1.0636, 1.0275, 1.0265000000000002, 1.03]","[46.578186089874514, 19.690851941279693, 0.0, 21.290062109761937, 23.142382714569525, 46.598297668206285, 49.765007708828, 63.758686834695496, 47.78485356919751, 31.050375425150538, 46.29755620446513, 62.63905513330926, 19.270700470358143, 18.15216276045887, 12.824200996164056, 52.286998967020914, 59.0269068568643, 57.743554194412475, 7.2799170307784085, 53.320673003406874, 34.36058653291097, 76.86394701440105, 61.847188924437845, 0.0, 64.97043644898088, 30.561922435643112, 72.49393713007053, 5.440840141295713, 51.74719963354254, 59.020797388370774, 44.13607794838392, 77.01342325687848, 23.545936875635075, 31.688450653705075, 55.83676311750819]"
"(1, 2)","(16, 17)",True,"[1.0379161592122461, 1.0581543305314922, 0.9393949488195414, 0.9540200227109717, 0.974430685385286, 0.9798927053522921, 0.9704244611543764, 0.9701691131264901, 1.0267558296302015, 0.993077183286638, 0.9872397902453823, 0.9730315448159544, 0.9869377677773502, 0.97663586050659, 0.9959152670429742, 1.0216733215675036, 1.0261969330044969, 0.9343292664916415, 1.0461175738846662, 0.9888336198120009, 1.0246829682027918, 1.0460536044582855, 1.0409126401571085, 1.0281142709350228, 1.0578248123886278, 1.0474904216853604, 1.0311161533817772, 1.0477493652422125, 1.048314542489103, 1.0499000000000003, 0.982, 0.9840999999999996, 0.9971999999999998, 1.0122999999999998, 1.0494000000000003, 1.0636000000000003, 1.0275, 1.0265, 1.03]","[57.75558962126769, 25.76641212826608, 0.0, 29.025850563421372, 102.32942834621022, 34.425312298666825, 76.5838578338, 120.37749171913336, 56.98713130094427, 25.95029108585617, 44.60278984420826, 75.70585389487228, 17.07993062606217, 24.651754093117717, 18.352749848357128, 62.11437692916848, 53.56745949806812, 50.85610603981331, 48.944327995129825, 106.1253779644782, 19.453988523754674, 74.99986965356179, 53.77149420368505, 19.684128310130095, 0.0, 18.601626312522036, 66.64275878554022, 12.195093593187178, 56.994081614283274, 59.761079969555674, 32.30093667565996, 64.29309009455766, 23.934959338797945, 32.08806759864204, 55.7780165299456]"
"(1, 2)","(16, 26)",True,"[1.0318830090845421, 1.0544278106447067, 0.9943830794636717, 0.9837012688728788, 0.9928031362955225, 0.9964130847093828, 0.9865878906131682, 0.9860113267883397, 1.0318052517761809, 1.0068218588204962, 1.002112168352145, 0.9884545126097752, 1.002118793020295, 0.9957118080215778, 1.0000491554066566, 1.0168224052962138, 1.009567294056977, 1.0022001761601422, 1.0443334445431636, 0.9878599547643377, 1.021267072934306, 1.04422428657934, 1.0390192341451319, 1.02369272600223, 1.060931365493684, 1.055549561665119, 1.0422487853960405, 1.0519200264521322, 1.0511757612648525, 1.0499, 0.982, 0.9841, 0.9971999999999999, 1.0123000000000002, 1.0494, 1.0636000000000005, 1.0275, 1.0265, 1.0300000000000005]","[74.85257233830029, 35.56266746938869, 0.0, 46.788425614912676, 39.90601699294711, 30.015925431515285, 68.0333410056953, 59.917030655363256, 49.02213432192482, 20.682659762386365, 38.201631903192606, 49.10665184525957, 10.702437740965415, 31.22194298665071, 29.18733485727537, 42.81047849769034, 68.87411410342301, 68.79150946369717, 22.25427044359486, 42.85924161569822, 50.097990388506744, 75.8621186488504, 54.09588362118982, 20.82923754804216, 50.57124866024634, 0.0, 67.0861669086197, 12.292399926802695, 57.29562509058906, 59.924992387024375, 15.379100828393033, 46.528568376597605, 24.34355114085714, 32.485985281712026, 55.77102486214292]"
"(1, 2)","(20, 21)",True,"[1.0401615968382734, 1.05768584204282, 0.9764380482581861, 0.9707937509585057, 0.9842100283139409, 0.9883234064628198, 0.9789647098453205, 0.9787378370147688, 1.0306977037320573, 0.9982167558003926, 0.9935521857728671, 0.9787997618403702, 0.9918585762507027, 0.9811154910518998, 0.9728261851918077, 0.984821824623448, 0.9875282988290738, 0.9814040752148202, 1.032562199368114, 0.9814351019629608, 0.9674632044993481, 1.0438966185507847, 1.0232399018281106, 0.9859923396245747, 1.0514629014374, 1.0281504204465468, 1.0019704830288307, 1.0377379296861735, 1.0414461952854113, 1.0499000000000003, 0.982, 0.9841, 0.9972, 1.0123000000000004, 1.0494, 1.0636, 1.0275000000000003, 1.0265, 1.0299999999999998]","[46.38246659884106, 19.513741096084072, 0.0, 23.319503815577466, 22.88215601962964, 45.15802048787218, 53.47793292244337, 63.61532806498834, 49.45815775070127, 31.109256743617898, 46.82280542559258, 61.57981567128993, 19.64927361436272, 19.414525367751992, 11.764164234020884, 51.63174649165858, 62.28232168660446, 60.74207441495864, 11.659041176018938, 50.17901294370747, 34.81061608171229, 83.38954441236072, 51.19141145098322, 106.42569206706796, 64.50751281988104, 33.29839184031851, 0.0, 109.07771033021503, 159.41438066821505, 61.65805019799498, 45.35022618642714, 79.76249698595574, 23.99010362019497, 31.75779890554564, 55.951365113115656]"
"(1, 2)","(21, 22)",True,"[1.041025303245124, 1.0599332564033004, 1.0001588949940512, 0.9883451363162812, 0.9962266260388971, 0.9994639225028097, 0.9899120707586052, 0.9895188433954247, 1.0350998029501826, 1.0096422738805737, 1.0049672194236814, 0.9916181906399264, 1.00541656770758, 0.9998017725574548, 1.0041227445020584, 1.020938342549893, 1.017034695642156, 1.008807748866562, 1.0458472585569654, 0.988686100981168, 1.0256894857350285, 1.0495319836238162, 1.030824183085587, 1.0262711072607889, 1.0550310812801496, 1.0411764600441218, 1.0228276294980212, 1.0444813620581952, 1.0460725522795091, 1.0499000000000005, 0.982, 0.9841, 0.9972000000000001, 1.0123000000000002, 1.0494, 1.0636000000000003, 1.0275, 1.0265, 1.03]","[46.53346141682216, 19.693496610312238, 0.0, 20.53411401601664, 23.853314806530022, 46.75670454730219, 49.11526944227253, 63.63294182083209, 47.50147737446257, 31.04632716613717, 46.195021678214566, 62.52169310702499, 19.219929782418973, 17.70697506756442, 13.139618711846845, 52.17699658644551, 58.38632515620711, 57.25376359504999, 8.962678355945645, 54.08111804950486, 34.47566203667585, 75.12533263436862, 60.747240030412875, 15.639748771916958, 64.8170904641369, 29.960137746261733, 71.34505256255346, 0.0, 50.30696306069068, 60.74465063671576, 43.89222630094048, 76.28877241252397, 23.667420597806267, 31.816591843310444, 55.81033376104926]"
"(1, 2)","(22, 23)",True,"[1.0407731033982515, 1.0592797194355288, 0.9932753333637776, 0.9832588275735249, 0.9927490370584154, 0.996240623974364, 0.9867449012579518, 0.986399695169215, 1.0338260565401283, 1.0063326630544487, 1.0016618006067994, 0.9879057401699987, 1.0014879609057545, 0.9943833479335719, 0.9950344894333617, 1.0104434918591148, 1.0084641832975676, 1.0008506535947255, 1.041987229309918, 0.9865794874192451, 1.011421331229916, 1.039255746844001, 1.0382037364498604, 1.0149303566842103, 1.0539959884123191, 1.0373955587628094, 1.0167721083673829, 1.0425242235093437, 1.0447298602769481, 1.0499, 0.982, 0.9841, 0.9972000000000001, 1.0123, 1.0493999999999999, 1.0636, 1.0275000000000003, 1.0265000000000002, 1.03]","[46.494271637221466, 19.643615107130824, 0.0, 21.339736166328336, 23.38606898752928, 46.246749773486194, 50.27515632513603, 63.62616070920042, 48.042352696403455, 31.057690625462314, 46.37152442933581, 62.26698207712465, 19.339106894359574, 18.197957257425582, 12.728589203147411, 52.03145631573213, 59.406336794908775, 58.13792640737413, 7.520623503703472, 52.845164640960796, 33.982753144291, 77.11554613847608, 111.9725228826696, 53.22019461110602, 64.70750584637901, 30.736506468128415, 105.29973118212455, 50.273764903732264, 0.0, 59.998568670853956, 44.26180774453362, 77.20359317414297, 23.530063902704995, 31.671391465832393, 55.840964083645495]"
"(1, 2)","(22, 35)",True,"[1.0431832544598758, 1.0610606361337103, 0.9868961536915203, 0.9696605843209982, 0.9758541165375614, 0.9791626215550222, 0.9703346870223983, 0.9705095124267348, 1.0273593830413323, 0.9946851802880413, 0.9883153643701605, 0.974836363544326, 0.989467347297693, 0.9831506300277134, 0.9939259978582934, 1.014282084580758, 1.0090142439958483, 0.999167263940087, 1.0433991079971987, 0.9873500394272839, 1.0199774790891512, 1.04101489759777, 1.0311612690750438, 1.0214189528759723, 1.052119294830182, 1.035102056247423, 1.015149036620984, 1.0413369434491557, 1.0439153244845014, 1.0499000000000003, 0.982, 0.9841, 0.9972000000000001, 1.0123000000000002, 1.0494000000000003, nan, 1.0275000000000003, 1.0265, 1.03]","[36.81994899750205, 14.880022771935897, 0.0, 19.142935168966805, 62.37255875126654, 21.28197713929439, 97.53094948874067, 48.94146244335071, 72.65391283218126, 32.04779750607833, 53.3940563575229, 28.862872091815206, 26.374897198956837, 19.418718064105185, 8.27083730166159, 29.657488058994375, 91.99351134711941, 94.26465741545934, 58.69517304252037, 37.80587076642023, 13.869576863124633, 76.34530067925466, 10.903378041525293, 42.681584465788156, 37.20700580967027, 40.17458286550597, 37.49560187262257, 56.08164664290393, 15.731005760871069, nan, 54.21234672245928, 86.94033203655744, 23.520235797703055, 31.589747946582342, 55.86365602630627]"
"(1, 2)","(24, 25)",True,"[1.0249602273476472, 1.0485839487978892, 0.9971332969632594, 0.9840665859392399, 0.9923006592311813, 0.9959523581272288, 0.9857132979355625, 0.98491648760708, 1.0295365601745732, 1.0067245410058172, 1.0019223204804493, 0.988345343841406, 1.0021076358345178, 0.9961331342787585, 1.0020536326889216, 1.0194959532026617, 1.014612568786196, 1.006475781040422, 1.0453167627880595, 0.9883965918582942, 1.0231497860194856, 1.0452325480938436, 1.0400628174415865, 1.0261296324214677, 1.0596566436350183, 1.0321375888977113, 1.0182770201732365, 1.0398022389826813, 1.0428624329457428, 1.0499, 0.982, 0.9840999999999999, 0.9971999999999999, 1.0123000000000002, 1.0494000000000003, 1.0635999999999999, 1.0275000000000003, 1.0265000000000002, 1.0300000000000002]","[89.01490368178511, 44.19291001149364, 0.0, 63.588507815626436, 49.21416520711214, 23.783113468703178, 77.20000020370976, 57.819365683018965, 49.85412264187089, 16.207205336063886, 34.60172725881571, 42.52723319021337, 6.882092524547175, 39.23624128438559, 37.677620049593884, 38.292580771372045, 73.91082912240464, 74.43325611269692, 29.95172502468121, 38.94060393662381, 56.45297847450791, 75.3769631685065, 53.910082515684934, 20.197212693092112, 43.92433679127529, 16.426474791506976, 66.83913980251347, 12.238740082494298, 57.126434431287976, 59.83345026070077, 0.0, 34.46197573362408, 23.715118152598325, 31.50132254500111, 55.89758067650765]"
"(1, 2)","(25, 26)",True,"[1.009067768605757, 1.0399849816344535, 0.9749663226518862, 0.9664592790890093, 0.9780802028095378, 0.9828702765661373, 0.971315248960248, 0.969929369343968, 1.017533046625809, 0.9953841962733204, 0.9899772701125912, 0.9756209003738084, 0.9893056324698315, 0.9804466875717919, 0.9854339197719987, 1.003092224212727, 0.9888569539410281, 0.9821251187949871, 1.039283231315694, 0.9851036843162988, 1.0115956503902475, 1.0390444846113307, 1.0336580326035387, 1.0111776931446665, 1.0643398182437382, 1.073694183470816, 0.9731666324943529, 1.0613075115861124, 1.0576157664742523, 1.0498999999999998, 0.982, 0.9841000000000002, 0.9971999999999999, 1.0123000000000002, 1.0494000000000003, 1.0636, 1.0275000000000003, 1.0265, 1.0299999999999998]","[119.4068376003786, 62.55019348896944, 0.0, 96.9661506305085, 68.40881593368633, 12.893805683274403, 99.35236105131774, 55.23133354237012, 53.376617343481215, 9.474684981066982, 28.256356856580478, 30.416007691538304, 4.1713524903794745, 57.80991312111282, 56.38587445027419, 30.53066909558517, 86.9748635452647, 88.45599633583811, 46.469256414073854, 33.0946221443138, 76.6636651878603, 78.72062927239463, 55.31429643108813, 24.10360009181842, 29.18587568048676, 49.83149058578123, 68.4546225106204, 12.56911044265429, 58.27805918128289, 60.44119297079897, 30.448871858585214, 0.0, 25.520032385176478, 33.582278892317326, 55.895682937154334]"
"(1, 2)","(25, 27)",True,"[1.0400946352424172, 1.057570691253127, 0.9972320510055391, 0.9866581586411005, 0.9951232991784602, 0.9984555764426742, 0.9889160781415335, 0.9885352769070767, 1.0346977815480267, 1.0086940901609007, 1.0039932209373983, 0.9905546486891043, 1.0043180827338236, 0.998348113857106, 1.0023283819128959, 1.0190306550653438, 1.0129077352831044, 1.0051256105808564, 1.0451456298111428, 0.9883031983422363, 1.0228221347761297, 1.0450570807225792, 1.0398812027588196, 1.0257055194418945, 1.0513372301836672, 1.0276441148232636, 1.0134829627943773, 1.0324556529426907, 1.037776417884021, 1.0499000000000003, 0.982, 0.9840999999999999, 0.9972, 1.0123, 1.0494, 1.0636, 1.0275000000000003, 1.0265000000000002, 1.0299999999999998]","[46.49241638219558, 19.567289864960024, 0.0, 23.495801647564853, 23.471101028631658, 46.33635107936541, 49.591624640291286, 63.789584637117336, 47.717599338557314, 31.03564021164625, 46.2515805254783, 62.40025486820229, 19.256949543812183, 17.866671518592696, 13.017674532804346, 52.111544485183245, 58.701236337585385, 57.5420790122902, 8.897642860824522, 53.905639873559394, 35.66827068090021, 75.45965617510616, 53.941184732983906, 20.30705390355168, 64.63692202079446, 29.416784568588223, 66.8816664254891, 12.248073616788355, 57.155352460511786, 59.84916999717995, 45.30505407025789, 75.84343211647948, 0.0, 54.05743426422763, 33.55119218922064]"
